Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
Jordan	empty	(1936–96) US lawyer, educator, and politician							black
Jordan, Barbara	empty	(1936–96) US lawyer, educator, and politician							black
Jubilate	noun	Psalm 100, beginning Jubilate deo 'rejoice in God'											text
Judas	empty	person who betrays friend or comrade	y
Judases	empty	person who betrays friend or comrade	y
Judenrat	noun	council representing Jewish community										war	jewish
Judenrate	noun	council representing Jewish community										war	jewish
Juneteenth	noun	holiday commemorating emancipation of slaves in US							black, slavery			us
K Force	noun	New Zealand contingent of UN force supporting South Korea during Korean War										war
K-force	noun	New Zealand contingent of UN force supporting South Korea during Korean War										war
K2	noun	synthetic marijuana														drugs
KJV	abbreviation	King James Version											text
KKK	empty	extremist right-wing secret society in US							racism			terrorism
Kabbalist	noun	follower of ancient Jewish mystical tradition of Kabbalah											jewish
Kabbalists	noun	follower of ancient Jewish mystical tradition of Kabbalah											jewish
Kaddish	noun	form of Kaddish recited for dead											text
Kaffir	noun	insulting term for black African		y					black				muslim
Kaffirs	noun	insulting term for black African		y					black				muslim
Kafir	noun	insulting term for black African		y					black				muslim
Kafirs	noun	insulting term for black African		y					black				muslim
Kaiser's War	phrase	First World War										war
Kama Sutra	empty	ancient Sanskrit treatise on art of love and sexual technique												sexuality
Karaite	noun	member of Jewish sect founded in 8th century and located chiefly in Crimea and nearby areas											jewish
Karaites	noun	member of Jewish sect founded in 8th century and located chiefly in Crimea and nearby areas											jewish
Karim al-Hussain Shah	noun	title of spiritual leader of Nizari sect of Ismaili Muslims											muslim
Kathak	noun	member of northern Indian caste of storytellers and musicians											hindu_caste
Kathaks	noun	member of northern Indian caste of storytellers and musicians											hindu_caste
Kayforce	noun	New Zealand contingent of UN force supporting South Korea during Korean War										war
Kegel	noun	denoting exercises performed to strengthen woman's pelvic floor muscles												bodypart_genital, sexuality
Kegel exercise	noun	denoting exercises performed to strengthen woman's pelvic floor muscles												bodypart_genital, sexuality
Kegel exercises	noun	denoting exercises performed to strengthen woman's pelvic floor muscles												bodypart_genital, sexuality
Keller	empty	(1880–1968), American writer, social reformer, and academic						blindness
Keller, Helen	empty	(1880–1968), American writer, social reformer, and academic						blindness
Khalistan	empty	name given by Sikh nationalists to proposed independent Sikh state										nationalism	sikh
Khayelitsha	empty	township 40 km 25 miles south-east of Cape Town							black_southafrica
Khoekhoe	noun	member of group of Indigenous peoples of South Africa and Namibia							black_southafrica
Khoi	noun	member of group of Indigenous peoples of South Africa and Namibia							black_southafrica
Khoi-khoin	noun	member of group of Indigenous peoples of South Africa and Namibia							black_southafrica
Khoikhoi	noun	member of group of Indigenous peoples of South Africa and Namibia							black_southafrica
Khoja	noun	member of Ismaili sect found mainly in western India											muslim
Khojas	noun	member of Ismaili sect found mainly in western India											muslim
Khrushchevian	adjective	supporter of Khrushchev										supporter
Khrushchevians	adjective	supporter of Khrushchev										supporter
King	empty	(1929–68), American Baptist minister and civil rights leader							black
King Billies	noun	Aboriginal leader							indigenous_australia
King Billy	noun	Aboriginal leader							indigenous_australia
King James Bible	noun	an English translation of the Bible made in 1611 at the order of King James I and still widely used											text
King James Version	noun	an English translation of the Bible made in 1611 at the order of King James I and still widely used											text
King of Swing	empty	(1909–86), American jazz clarinettist and bandleader							black
King, Martin Luther	empty	(1929–68), American Baptist minister and civil rights leader							black
Klanswoman	noun	female member of Ku Klux Klan										racism, terrorism, us
Klanswomen	noun	female member of Ku Klux Klan										racism, terrorism, us
Klux	empty	extremist right-wing secret society in US							racism			terrorism
Know-Nothing	noun	ignorant person	y									party, supporter, us
Know-Nothings	noun	ignorant person	y									party, supporter, us
Koori	noun	Aboriginal person							indigenous_australia
Kooris	noun	Aboriginal person							indigenous_australia
Koran	noun	Islamic sacred book											muslim, text
Korsakoff	noun	serious condition characterized by disorientation						mental
Korsakoff's psychosis	noun	serious condition characterized by disorientation						mental
Korsakoff's syndrome	noun	serious condition characterized by disorientation						mental
Korsakoffs syndrome	noun	serious condition characterized by disorientation						mental
Kraut	noun	German	y						german
Krauts	noun	German	y						german
Kshatriya	noun	member of second of four great Hindu castes											hindu_caste
Kshatriyas	noun	member of second of four great Hindu castes											hindu_caste
Ku Klux Klan	empty	extremist right-wing secret society in US							racism			terrorism
Ku Klux Klansman	noun	member of Ku Klux Klan							racism			terrorism
Ku Klux Klansmen	noun	member of Ku Klux Klan							racism			terrorism
Ku Kluxer	noun	member of Ku Klux Klan							racism			terrorism
Ku Kluxers	noun	member of Ku Klux Klan							racism			terrorism
Kultur	noun	German civilization and culture							y
Kuomintang	empty	nationalist party founded in China under Sun Yat-sen in 1912										china, nationalism, party
L	abbreviation	Liberal										supporter
LGB	abbreviation	lesbian, gay, bisexual												sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBT	abbreviation	lesbian, gay, bisexual, and transgender												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBT+	abbreviation	lesbian, gay, bisexual, and transgender												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTI	abbreviation	lesbian, gay, bisexual, transgender, and intersex												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTIQ	abbreviation	lesbian, gay, bisexual, transgender, queer, intersex												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTQ	abbreviation	lesbian, gay, bisexual, transgender, and queer												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTQ+	abbreviation	lesbian, gay, bisexual, transgender, and queer												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTQI	abbreviation	lesbian, gay, bisexual, transgender, queer, intersex												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
LGBTQIA	abbreviation	lesbian, gay, bisexual, transgender, queer, intersex, asexual												gender_transgender, sexuality_asexual, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
